Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-08-02 00:00:00-04:00,17.12001740057993,17.25903986287695,17.101005965825667,17.255475997924805,313750,0.0,0.0
2005-08-03 00:00:00-04:00,17.413511855848743,17.496688733689545,17.352912546625536,17.376676559448242,339250,0.0,0.0
2005-08-04 00:00:00-04:00,17.250727328307253,17.35172695059787,17.19606929577502,17.229339599609375,255250,0.0,0.0
2005-08-05 00:00:00-04:00,17.130716590486408,17.142599165848168,16.99169408494504,17.043975830078125,347750,0.0,0.0
2005-08-08 00:00:00-04:00,17.32439835994404,17.412327831655553,17.285186767578125,17.285186767578125,204000,0.0,0.0
2005-08-09 00:00:00-04:00,17.46698224394601,17.490747389875377,17.405194224351092,17.443218231201172,177250,0.0,0.0
2005-08-10 00:00:00-04:00,17.657111249516067,17.727216892666565,17.615523348187008,17.691570281982422,276500,0.0,0.0
2005-08-11 00:00:00-04:00,17.867416858338405,17.9363348796053,17.8293939821243,17.881675720214844,258500,0.0,0.0
2005-08-12 00:00:00-04:00,17.863860042477384,17.910200511974974,17.799694572119108,17.861482620239258,86250,0.0,0.0
2005-08-15 00:00:00-04:00,17.891178087098442,17.891178087098442,17.701061481300563,17.745025634765625,79750,0.0,0.0
2005-08-16 00:00:00-04:00,17.48005714323781,17.491938585475648,17.356481078486215,17.431339263916016,263750,0.0,0.0
2005-08-17 00:00:00-04:00,17.249538999343198,17.383808919619597,17.05110476258332,17.123586654663086,315750,0.0,0.0
2005-08-18 00:00:00-04:00,16.92396369880869,16.94772771485006,16.83009294582434,16.888317108154297,323000,0.0,0.0
2005-08-19 00:00:00-04:00,17.101012650054397,17.30182320368138,17.09269507327431,17.217458724975586,270250,0.0,0.0
2005-08-22 00:00:00-04:00,17.46935984818525,17.48718370897527,17.27211433475826,17.33390235900879,231750,0.0,0.0
2005-08-23 00:00:00-04:00,17.213889677945232,17.238842400775724,17.010701763659707,17.059419631958008,222750,0.0,0.0
2005-08-24 00:00:00-04:00,17.16992612974465,17.426584514221936,17.16992612974465,17.371925354003906,212500,0.0,0.0
2005-08-25 00:00:00-04:00,17.276869521609786,17.27805823244925,17.160423453103267,17.188940048217773,167750,0.0,0.0
2005-08-26 00:00:00-04:00,17.21389450828119,17.21983466313048,16.912083195346067,16.9738712310791,90750,0.0,0.0
2005-08-29 00:00:00-04:00,17.093882724941054,17.16636462765032,16.98931922587761,17.02971839904785,183500,0.0,0.0
2005-08-30 00:00:00-04:00,16.862178823108913,17.071306962746153,16.84079109135467,17.05586051940918,267750,0.0,0.0
2005-08-31 00:00:00-04:00,17.305385140120634,17.620266557493913,17.301820141221654,17.61551284790039,395250,0.0,0.0
2005-09-01 00:00:00-04:00,17.79255826843971,17.979109912763654,17.79255826843971,17.971981048583984,443250,0.0,0.0
2005-09-02 00:00:00-04:00,17.868605092635924,17.975545987266024,17.857911229809826,17.92445182800293,242750,0.0,0.0
2005-09-06 00:00:00-04:00,17.823452960435876,17.94227643344596,17.76879493341678,17.94108772277832,210250,0.0,0.0
2005-09-07 00:00:00-04:00,17.70225932805791,17.7996939750761,17.633342415090166,17.67255401611328,454750,0.0,0.0
2005-09-08 00:00:00-04:00,17.704632268324513,17.809196895670162,17.665420674717996,17.77592658996582,267000,0.0,0.0
2005-09-09 00:00:00-04:00,17.822271297561915,17.970800130967746,17.802072273701295,17.936342239379883,713250,0.0,0.0
2005-09-12 00:00:00-04:00,17.639279645064214,17.645220932722967,17.46698570251465,17.46698570251465,382000,0.0,0.0
2005-09-13 00:00:00-04:00,17.348161909114463,17.44440781491814,17.303009033203125,17.303009033203125,205500,0.0,0.0
2005-09-14 00:00:00-04:00,17.55491240306379,17.59174770082422,17.500253245139884,17.5584774017334,187250,0.0,0.0
2005-09-15 00:00:00-04:00,17.629777516721898,17.70107185225923,17.570365759304956,17.678495407104492,195000,0.0,0.0
2005-09-16 00:00:00-04:00,17.893558129729094,17.943463579246245,17.84721767894448,17.88524055480957,216250,0.0,0.0
2005-09-19 00:00:00-04:00,17.94227595607475,18.043275565490745,17.931580959904384,17.983863830566406,316500,0.0,0.0
2005-09-20 00:00:00-04:00,18.025449201022784,18.059908206465195,17.873355452709134,17.906625747680664,210500,0.0,0.0
2005-09-21 00:00:00-04:00,18.071793490207813,18.07298220093161,17.951782434045686,17.963665008544922,252750,0.0,0.0
2005-09-22 00:00:00-04:00,17.86860485086646,17.942275445403215,17.646405489838564,17.73433494567871,559250,0.0,0.0
2005-09-23 00:00:00-04:00,17.469363050121373,17.56917510238144,17.386187284225336,17.533527374267578,217000,0.0,0.0
2005-09-26 00:00:00-04:00,17.51926726930379,17.82820627214127,17.491937121482266,17.81157112121582,230750,0.0,0.0
2005-09-27 00:00:00-04:00,17.735523686161557,17.756912546111568,17.60957134737567,17.717700958251953,271250,0.0,0.0
2005-09-28 00:00:00-04:00,17.756904222966618,17.84958621748173,17.716503943363584,17.847209930419922,271250,0.0,0.0
2005-09-29 00:00:00-04:00,17.817514561492654,17.94346691937024,17.784244255621385,17.928020477294922,223000,0.0,0.0
2005-09-30 00:00:00-04:00,17.730769868925897,17.82820447641592,17.572734817867364,17.597688674926758,215500,0.0,0.0
2005-10-03 00:00:00-04:00,17.466980362940024,17.540650947566096,17.409946058583674,17.532333374023438,229250,0.0,0.0
2005-10-04 00:00:00-04:00,17.24122583956477,17.24241341742001,16.961990930426587,16.98219108581543,237250,0.0,0.0
2005-10-05 00:00:00-04:00,16.68869173662068,16.72077332359418,16.40826936232058,16.435598373413086,375750,0.0,0.0
2005-10-06 00:00:00-04:00,16.459364906353816,16.5924461077137,16.31439999792086,16.462928771972656,733500,0.0,0.0
2005-10-07 00:00:00-04:00,16.521155052145303,16.58769566136937,16.385696412066512,16.47481346130371,402500,0.0,0.0
2005-10-10 00:00:00-04:00,16.694635499440068,16.694635499440068,16.339354902983892,16.49738883972168,260250,0.0,0.0
2005-10-11 00:00:00-04:00,16.454607636703933,16.67799567137217,16.44034991094419,16.620960235595703,254000,0.0,0.0
2005-10-12 00:00:00-04:00,16.635221062327506,16.66492636095072,16.33816354335737,16.391633987426758,769000,0.0,0.0
2005-10-13 00:00:00-04:00,15.905649179811395,16.054177955776595,15.77375555423048,16.01972007751465,332000,0.0,0.0
2005-10-14 00:00:00-04:00,16.193198515270886,16.21696252567311,15.96981047165723,16.182504653930664,609500,0.0,0.0
2005-10-17 00:00:00-04:00,16.37737919634724,16.405896924695103,16.245485552626953,16.3619327545166,553500,0.0,0.0
2005-10-18 00:00:00-04:00,15.879508257635527,15.936542571078885,15.65493260301873,15.675132751464844,388750,0.0,0.0
2005-10-19 00:00:00-04:00,15.536108516113517,15.754742875251434,15.334109306050143,15.753555297851562,479500,0.0,0.0
2005-10-20 00:00:00-04:00,15.654927387698969,15.714339102613087,15.246176511529839,15.336481094360352,322250,0.0,0.0
2005-10-21 00:00:00-04:00,15.50640920362083,15.558690959014951,15.373326826456278,15.406597137451172,989750,0.0,0.0
2005-10-24 00:00:00-04:00,15.65698608181315,15.91065425125281,15.626643547630678,15.909440040588379,337500,1.0892,0.0
2005-10-25 00:00:00-04:00,15.91186713310492,16.099994546989876,15.883951863058384,16.05387306213379,302750,0.0,0.0
2005-10-26 00:00:00-04:00,16.165531180999245,16.363367599714465,16.14611191797964,16.201942443847656,757250,0.0,0.0
2005-10-27 00:00:00-04:00,16.08421838410486,16.124271137634032,15.778361098745146,15.829337120056152,577750,0.0,0.0
2005-10-28 00:00:00-04:00,16.118196385789872,16.20679786334931,16.028381855314773,16.178882598876953,1022000,0.0,0.0
2005-10-31 00:00:00-05:00,16.312390791082667,16.38278721258516,16.177668999917273,16.23349952697754,551500,0.0,0.0
2005-11-01 00:00:00-05:00,16.131546736489533,16.209223786425895,16.05629579218389,16.195873260498047,373750,0.0,0.0
2005-11-02 00:00:00-05:00,16.14125786173777,16.431337255913274,16.114556806453304,16.421627044677734,240250,0.0,0.0
2005-11-03 00:00:00-05:00,16.49809870899657,16.597623494024905,16.42406077882953,16.56606674194336,367250,0.0,0.0
2005-11-04 00:00:00-05:00,16.462894043953785,16.47503151866056,16.124265907591802,16.251707077026367,322250,0.0,0.0
2005-11-07 00:00:00-05:00,16.166741849385655,16.166741849385655,16.030805870804677,16.1242618560791,260000,0.0,0.0
2005-11-08 00:00:00-05:00,15.842681612966642,16.08663834092162,15.785635720753428,15.990755081176758,573750,0.0,0.0
2005-11-09 00:00:00-05:00,16.21286738946334,16.347590349225996,16.15218117342275,16.251707077026367,565500,0.0,0.0
2005-11-10 00:00:00-05:00,16.068434986446636,16.069648039391932,15.70189159313836,15.778355598449707,306750,0.0,0.0
2005-11-11 00:00:00-05:00,15.763791542944777,15.902155979253022,15.755295541986902,15.876667976379395,209250,0.0,0.0
2005-11-14 00:00:00-05:00,16.050229908987344,16.08178665019398,15.840255985286772,16.004108428955078,242000,0.0,0.0
2005-11-15 00:00:00-05:00,16.11212760762548,16.29661350974062,16.02352613029209,16.106060028076172,489250,0.0,0.0
2005-11-16 00:00:00-05:00,16.053873290646333,16.23471775818424,15.97740811335258,16.21772575378418,172750,0.0,0.0
2005-11-17 00:00:00-05:00,16.42162476854669,16.475029186700052,16.32331424681974,16.38885498046875,287500,0.0,0.0
2005-11-18 00:00:00-05:00,16.61460968026661,16.61460968026661,16.40099428372521,16.592761993408203,234250,0.0,0.0
2005-11-21 00:00:00-05:00,16.688647217940424,16.774821443954192,16.652235948108522,16.77239418029785,520500,0.0,0.0
2005-11-22 00:00:00-05:00,16.785746315266845,17.02970427721937,16.74690777806241,17.02849006652832,257000,0.0,0.0
2005-11-23 00:00:00-05:00,16.80516008480176,16.9665852342524,16.732337561999415,16.904685974121094,171000,0.0,0.0
2005-11-25 00:00:00-05:00,16.851285578756755,16.882842321502395,16.738410294219968,16.78331756591797,94000,0.0,0.0
2005-11-28 00:00:00-05:00,16.749329895136082,16.749329895136082,16.48959421897381,16.518722534179688,265750,0.0,0.0
2005-11-29 00:00:00-05:00,16.661942377616356,16.671652588205255,16.529647847988556,16.530860900878906,237250,0.0,0.0
2005-11-30 00:00:00-05:00,16.530858963367056,16.610964429483698,16.449540444502237,16.45924949645996,167000,0.0,0.0
2005-12-01 00:00:00-05:00,16.584263249089503,16.812443346629138,16.51750946151863,16.79423713684082,238000,0.0,0.0
2005-12-02 00:00:00-05:00,16.731120538654995,16.835500936613215,16.643733294486225,16.82093620300293,257250,0.0,0.0
2005-12-05 00:00:00-05:00,17.02120476778136,17.087959719684015,16.92410728728292,16.952022552490234,152750,0.0,0.0
